Lake_name,Lake_elevation,Lake_area,Lake_depth,Invasion_category,Sample_type,Sample_origin,Collected_date,Collected_year,Collected_month_number,Collected_month_name_long,Collected_month_name_short,Littoral_zoobenthic_macroinvert_community_sample,Collected_time,Transect,Lat,Long,Depth,Total _count,Vial_count,Functional_feeding_group,Method_of_take,Common_name,Scientific_name,Total_length_mm,Weight_g,Tube_box,Tube_ID,Tube_size_ml,Preservative,Remove from case,Approx weight of tube (g),Notes1,Notes2,Wet weight tube (g),In_oven_date,Oven_temp_(C),Test1 date,Test1 weight tube (g),Test2 date,Test2 weight tube (g),Daily change,Test 3 date,Test 3 weight (g),Daily change,Out_oven_date,Dry_time_(h),Est pre-powder dry sample in tube (g),Est # isotope samples in tube,Powder complete date,Post-powder Powder+tube weight (g),Powder lost (g),Powder available for isotope caps (g),Est number of isotope caps possible from powder,Cell well tray,Mixed sample? Y/N,Count of individuals,Weight of individual,Mixed with which tube?,Powder weight contributed (mg),Isotope sample weight (mg),Empty?,Well_Row,Well_Column,Isotope_sample_ID_(year+tray+x+y),Isotope_sample_complete_date,13C,15N
Trout,1189,114,50,Reference,Invertebrate,Autochthonous,7/3/2018,2018,7,July,Jul,YES,NA,5,48.687087,-113.901045,0.5,2,2,Collector-gatherer-engulfer,D-net,Oligochaete worm,Naididae,NA,NA,2018-H,HBN,1.5,Ethanol,NA,0.9862,,,2.057,11/2/2018 15:42,60,11/3/2018 15:34,0.982,11/4/2018 15:10,0.982,0.00%,11/5/2018 17:20,0.982,0.00%,11/5/2018 17:20,74,-0.0042,-4.2,11/25/2018,,0.982,-0.9862,-986.2,2018-NOV-25-007,N,,,NA,1.021,1.021,N,D,12,2018-NOV-25-007-D-12,11/25/2018,,
Trout,1189,114,50,Reference,Invertebrate,Autochthonous,7/3/2018,2018,7,July,Jul,YES,NA,5,48.687087,-113.901045,0.5,2,2,Piercer-predator,D-net,Water mite,Hydrachnidia,NA,NA,2018-H,HBO,1.5,Ethanol,NA,0.9862,Water mite,,2.021,11/2/2018 15:42,60,11/3/2018 15:34,0.978,11/4/2018 15:10,0.978,0.00%,11/5/2018 17:20,0.978,0.00%,11/5/2018 17:20,74,-0.0082,-8.2,11/25/2018,,0.978,-0.9862,-986.2,2018-NOV-25-007,Y,,,"HBO, HCY",0.26,0.885,Y,D,2,2018-NOV-25-007-D-2,11/25/2018,,
Trout,1189,114,50,Reference,Invertebrate,Autochthonous,7/3/2018,2018,7,July,Jul,YES,NA,5,48.687087,-113.901045,0.5,10,10,Shredder-gatherer-scraper-detritivore-herbivore,D-net,Northern case maker caddisfly,Limnephilidae,NA,NA,2018-H,HBP,1.5,Ethanol,DONE 11/2/18,0.9862,,,1.317,11/2/2018 15:42,60,11/3/2018 15:34,0.996,11/4/2018 15:10,0.996,0.00%,11/5/2018 17:20,0.996,0.00%,11/5/2018 17:20,74,0.0098,9.8,11/25/2018,,0.996,-0.9862,-986.2,2018-NOV-25-007,N,,,NA,1.036,1.036,N,B,8,2018-NOV-25-007-B-8,11/25/2018,,
Trout,1189,114,50,Reference,Invertebrate,Autochthonous,7/3/2018,2018,7,July,Jul,YES,NA,5,48.687087,-113.901045,0.5,13,13,Collector-gatherer-scraper,D-net,Midge,Chironomidae,NA,NA,2018-H,HBQ,1.5,Ethanol,NA,0.9862,Red,,2.099,11/2/2018 15:42,60,11/3/2018 15:34,0.978,11/4/2018 15:10,0.978,0.00%,11/5/2018 17:20,0.978,0.00%,11/5/2018 17:20,74,-0.0082,-8.2,11/23/2018,,0.978,-0.9862,-986.2,2018-NOV-24-005,Y,,,"HBQ, HCS (.346)",0.439,0.785,Y,G,11,2018-NOV-24-005-G-11,11/23/2018,,
Trout,1189,114,50,Reference,Invertebrate,Autochthonous,7/3/2018,2018,7,July,Jul,YES,NA,5,48.687087,-113.901045,0.5,15,15,Collector-gatherer-scraper,D-net,Midge,Chironomidae,NA,NA,2018-H,HBR,1.5,Ethanol,NA,0.9862,White,,2.184,11/2/2018 15:42,60,11/3/2018 15:34,0.993,11/4/2018 15:10,0.993,0.00%,11/5/2018 17:20,0.993,0.00%,11/5/2018 17:20,74,0.0068,6.8,11/23/2018,,0.993,-0.9862,-986.2,2018-NOV-24-005,Y,,,"HAD, HBR",0.334,0.803,N,H,6,2018-NOV-24-005-H-6,11/23/2018,,
Trout,1189,114,50,Reference,Invertebrate,Autochthonous,7/3/2018,2018,7,July,Jul,YES,NA,5,48.687087,-113.901045,0.5,1,1,Engulfer-predator,D-net,Skimmer dragonfly,Libellulidae,NA,NA,2018-H,HBS,1.5,Ethanol,NA,0.9862,,,2.196,11/2/2018 15:42,60,11/3/2018 15:34,0.99,11/4/2018 15:10,0.99,0.00%,11/5/2018 17:20,0.99,0.00%,11/5/2018 17:20,74,0.0038,3.8,1/19/2019,,0.99,-0.9862,-986.2,2018-DEC-08-008,N,,,NA,1.002,1.002,N,A,2,2018-DEC-08-008-A-2,12/8/2018,,
Trout,1189,114,50,Reference,Invertebrate,Autochthonous,7/3/2018,2018,7,July,Jul,YES,NA,5,48.687087,-113.901045,0.5,1,1,Engulfer-predator,D-net,Narrow-winged damselfly,Coenagrionidae,NA,NA,2018-H,HBT,1.5,Ethanol,NA,0.9862,,,2.19,11/2/2018 15:42,60,11/3/2018 15:34,1.013,11/4/2018 15:10,1.011,0.20%,11/5/2018 17:20,1.011,0.00%,11/5/2018 17:20,74,0.0248,24.8,1/19/2019,,1.011,-0.9862,-986.2,2018-DEC-08-008,N,,,NA,0.989,0.989,N,A,3,2018-DEC-08-008-A-3,12/8/2018,,
Trout,1189,114,50,Reference,Invertebrate,Autochthonous,7/3/2018,2018,7,July,Jul,YES,NA,5,48.687087,-113.901045,1,51,12,Collector-gatherer-shredder-detritivore,D-net,Scud,Amphipoda,NA,NA,2018-H,HBU,1.5,Ethanol,NA,0.9862,,,2.224,11/2/2018 15:42,60,11/3/2018 15:34,1.01,11/4/2018 15:10,1.01,0.00%,11/5/2018 17:20,1.01,0.00%,11/5/2018 17:20,74,0.0238,23.8,1/19/2019,,1.01,-0.9862,-986.2,2018-DEC-08-008,N,,,NA,1.005,1.005,N,A,4,2018-DEC-08-008-A-4,12/8/2018,,
Trout,1189,114,50,Reference,Invertebrate,Autochthonous,7/3/2018,2018,7,July,Jul,YES,NA,5,48.687087,-113.901045,1,1,1,Engulfer-predator,D-net,Freeliving caddisfly,Rhyacophilidae,NA,NA,2018-H,HBV,1.5,Ethanol,NA,0.9862,,,2.095,11/2/2018 15:42,60,11/3/2018 15:34,0.988,11/4/2018 15:10,0.988,0.00%,11/5/2018 17:20,0.988,0.00%,11/5/2018 17:20,74,0.0018,1.8,11/25/2018,,0.988,-0.9862,-986.2,2018-NOV-25-006,N,,,NA,1.031,1.031,N,A,10,2018-NOV-25-006-A-10,11/25/2018,,
Trout,1189,114,50,Reference,Invertebrate,Autochthonous,7/3/2018,2018,7,July,Jul,YES,NA,5,48.687087,-113.901045,1,1,1,Piercer-predator,D-net,Predaceous diving beetle larvae,Dytiscidae,NA,NA,2018-H,HBW,1.5,Ethanol,NA,0.9862,larvae,,2.013,11/2/2018 15:42,60,11/3/2018 15:34,0.983,11/4/2018 15:10,0.983,0.00%,11/5/2018 17:20,0.983,0.00%,11/5/2018 17:20,74,-0.0032,-3.2,1/19/2019,,0.983,-0.9862,-986.2,2018-DEC-08-008,N,,,NA,1.087,1.087,N,A,5,2018-DEC-08-008-A-5,12/8/2018,,
Trout,1189,114,50,Reference,Invertebrate,Autochthonous,7/3/2018,2018,7,July,Jul,YES,NA,5,48.687087,-113.901045,1,5,5,Collector-gatherer-filterer,D-net,Spiny crawler mayfly,Ephemerellidae,NA,NA,2018-H,HBX,1.5,Ethanol,NA,0.9862,,,2.06,11/2/2018 15:42,60,11/3/2018 15:34,0.995,11/4/2018 15:10,0.995,0.00%,11/5/2018 17:20,0.995,0.00%,11/5/2018 17:20,74,0.0088,8.8,11/25/2018,,0.995,-0.9862,-986.2,2018-NOV-25-006,Y,,,"HAS, HBX",0.83,0.942,N,D,4,2018-NOV-25-006-D-4,11/25/2018,,
Trout,1189,114,50,Reference,Invertebrate,Autochthonous,7/3/2018,2018,7,July,Jul,YES,NA,5,48.687087,-113.901045,1,3,3,Collector-filterer-gatherer,D-net,Mosquito,Culicidae,NA,NA,2018-H,HBY,1.5,Ethanol,NA,0.9862,,,2.099,11/2/2018 15:42,60,11/3/2018 15:34,0.991,11/4/2018 15:10,0.991,0.00%,11/5/2018 17:20,0.991,0.00%,11/5/2018 17:20,74,0.0048,4.8,11/25/2018,,0.991,-0.9862,-986.2,2018-NOV-25-006,Y,,,"HAN, HBY, IBF",0.434,0.939,Y,C,5,2018-NOV-25-006-C-5,11/25/2018,,
Trout,1189,114,50,Reference,Invertebrate,Autochthonous,7/3/2018,2018,7,July,Jul,YES,NA,5,48.687087,-113.901045,1,4,4,Collector-gatherer-scraper,D-net,Midge,Chironomidae,NA,NA,2018-H,HBZ,1.5,Ethanol,NA,0.9862,Red,,2.128,11/2/2018 15:42,60,11/3/2018 15:34,0.986,11/4/2018 15:10,0.986,0.00%,11/5/2018 17:20,0.986,0.00%,11/5/2018 17:20,74,-0.0002,-0.2,11/23/2018,,0.986,-0.9862,-986.2,2018-NOV-24-005,Y,,,"GCX, HAQ, HBZ, HDH",0.388,0.714,Y,H,3,2018-NOV-24-005-H-3,11/23/2018,,
Trout,1189,114,50,Reference,Invertebrate,Autochthonous,7/3/2018,2018,7,July,Jul,YES,NA,5,48.687087,-113.901045,1,6,6,Collector-gatherer-scraper,D-net,Midge,Chironomidae,NA,NA,2018-H,HCA,1.5,Ethanol,NA,0.9862,White,,2.116,11/2/2018 15:42,60,11/3/2018 15:34,0.99,11/4/2018 15:10,0.99,0.00%,11/5/2018 17:20,0.99,0.00%,11/5/2018 17:20,74,0.0038,3.8,11/23/2018,,0.99,-0.9862,-986.2,2018-NOV-24-005,Y,,,"HAR, HCA, IBI",0.304,0.927,Y,H,4,2018-NOV-24-005-H-4,11/23/2018,,
Trout,1189,114,50,Reference,Invertebrate,Autochthonous,7/3/2018,2018,7,July,Jul,YES,NA,5,48.687087,-113.901045,1,2,2,Collector-gatherer-engulfer,D-net,Oligochaete worm,Naididae,NA,NA,2018-H,HCB,1.5,Ethanol,NA,0.9862,,,2.074,11/2/2018 15:42,60,11/3/2018 15:34,0.986,11/4/2018 15:10,0.986,0.00%,11/5/2018 17:20,0.986,0.00%,11/5/2018 17:20,74,-0.0002,-0.2,1/19/2019,,0.986,-0.9862,-986.2,2018-DEC-08-008,N,,,NA,0.915,0.915,N,A,6,2018-DEC-08-008-A-6,12/8/2018,,
Trout,1189,114,50,Reference,Invertebrate,Autochthonous,7/3/2018,2018,7,July,Jul,YES,NA,5,48.687087,-113.901045,1,1,1,Piercer-predator,D-net,Leech,Hirudinea,NA,NA,2018-H,HCC,1.5,Ethanol,NA,0.9862,,,2.005,11/2/2018 15:42,60,11/3/2018 15:34,0.987,11/4/2018 15:10,0.987,0.00%,11/5/2018 17:20,0.987,0.00%,11/5/2018 17:20,74,0.0008,0.8,11/25/2018,,0.987,-0.9862,-986.2,2018-NOV-25-006,N,,,NA,0.881,0.881,Y,E,8,2018-NOV-25-006-E-8,11/25/2018,,
Trout,1189,114,50,Reference,Invertebrate,Autochthonous,7/3/2018,2018,7,July,Jul,YES,NA,5,48.687087,-113.901045,1,2,2,Collector-filterer,D-net,Fingernail clam,Sphaeriidae,NA,NA,2018-H,HCD,1.5,Ethanol,DONE 11/2/18,0.9862,,,2.129,11/2/2018 15:42,60,11/3/2018 15:34,0.98,11/4/2018 15:10,0.98,0.00%,11/5/2018 17:20,0.98,0.00%,11/5/2018 17:20,74,-0.0062,-6.2,1/19/2019,,0.98,-0.9862,-986.2,2018-NOV-25-007,Y,,,"HCD, HDI",0.444,0.809,Y,A,7,2018-NOV-25-007-A-7,11/25/2018,,
Trout,1189,114,50,Reference,Invertebrate,Autochthonous,7/3/2018,2018,7,July,Jul,YES,NA,5,48.687087,-113.901045,1,1,1,Scraper-collector-gatherer,D-net,Flatheaded mayfly,Heptageniidae,NA,NA,2018-H,HCE,1.5,Ethanol,NA,0.9862,,,2.088,11/2/2018 15:42,60,11/3/2018 15:34,0.979,11/4/2018 15:10,0.979,0.00%,11/5/2018 17:20,0.979,0.00%,11/5/2018 17:20,74,-0.0072,-7.2,1/19/2019,,0.979,-0.9862,-986.2,2018-DEC-08-008,N,,,NA,0.91,0.91,N,A,7,2018-DEC-08-008-A-7,12/8/2018,,
Trout,1189,114,50,Reference,Invertebrate,Autochthonous,7/3/2018,2018,7,July,Jul,YES,NA,5,48.687087,-113.901045,1,1,1,Engulfer-predator,D-net,Skimmer dragonfly,Libellulidae,NA,NA,2018-H,HCF,1.5,Ethanol,NA,0.9862,,,2.176,11/2/2018 15:42,60,11/3/2018 15:34,1.005,11/4/2018 15:10,1.004,0.10%,11/5/2018 17:20,1.004,0.00%,11/5/2018 17:20,74,0.0178,17.8,1/19/2019,,1.004,-0.9862,-986.2,2018-DEC-08-008,N,,,NA,1.09,1.09,N,A,9,2018-DEC-08-008-A-9,12/8/2018,,
Trout,1189,114,50,Reference,Invertebrate,Autochthonous,7/3/2018,2018,7,July,Jul,YES,NA,5,48.687087,-113.901045,1,15,13,Shredder-gatherer-scraper-detritivore-herbivore,D-net,Northern case maker caddisfly,Limnephilidae,NA,NA,2018-H,HCG,1.5,Ethanol,DONE 11/2/18,0.9862,,,1.444,11/2/2018 15:42,60,11/3/2018 15:34,0.999,11/4/2018 15:10,0.998,0.10%,11/5/2018 17:20,0.998,0.00%,11/5/2018 17:20,74,0.0118,11.8,11/25/2018,,0.998,-0.9862,-986.2,2018-NOV-25-007,N,,,NA,0.984,0.984,N,B,2,2018-NOV-25-007-B-2,11/25/2018,,
Trout,1189,114,50,Reference,Invertebrate,Autochthonous,7/3/2018,2018,7,July,Jul,YES,NA,5,48.687087,-113.901045,1.5,27,12,Collector-gatherer-shredder-detritivore,D-net,Scud,Amphipoda,NA,NA,2018-H,HCH,1.5,Ethanol,NA,0.9862,,,2.081,11/2/2018 15:42,60,11/3/2018 15:34,0.994,11/4/2018 15:10,0.994,0.00%,11/5/2018 17:20,0.994,0.00%,11/5/2018 17:20,74,0.0078,7.8,1/19/2019,,0.994,-0.9862,-986.2,2018-DEC-08-008,N,,,NA,0.931,0.931,N,A,10,2018-DEC-08-008-A-10,12/8/2018,,
Trout,1189,114,50,Reference,Invertebrate,Autochthonous,7/3/2018,2018,7,July,Jul,YES,NA,5,48.687087,-113.901045,1.5,2,2,Collector-gatherer-scraper,D-net,Midge,Chironomidae,NA,NA,2018-H,HCI,1.5,Ethanol,NA,0.9862,White,,1.95,11/2/2018 15:42,60,11/3/2018 15:34,0.981,11/4/2018 15:10,0.981,0.00%,11/5/2018 17:20,0.981,0.00%,11/5/2018 17:20,74,-0.0052,-5.2,11/23/2018,,0.981,-0.9862,-986.2,2018-NOV-24-005,Y,,,"HBD, HCI, IAG",0.394,1.058,Y,H,11,2018-NOV-24-005-H-11,11/23/2018,,
Trout,1189,114,50,Reference,Invertebrate,Autochthonous,7/3/2018,2018,7,July,Jul,YES,NA,5,48.687087,-113.901045,1.5,4,4,Collector-gatherer-filterer,D-net,Spiny crawler mayfly,Ephemerellidae,NA,NA,2018-H,HCJ,1.5,Ethanol,NA,0.9862,,,2.134,11/2/2018 15:42,60,11/3/2018 15:34,0.991,11/4/2018 15:10,0.991,0.00%,11/5/2018 17:20,0.991,0.00%,11/5/2018 17:20,74,0.0048,4.8,11/25/2018,,0.991,-0.9862,-986.2,2018-NOV-25-006,N,,,NA,1.007,1.007,N,C,10,2018-NOV-25-006-C-10,11/25/2018,,
Trout,1189,114,50,Reference,Invertebrate,Autochthonous,7/3/2018,2018,7,July,Jul,YES,NA,5,48.687087,-113.901045,1.5,3,3,Collector-filterer,D-net,Fingernail clam,Sphaeriidae,NA,NA,2018-H,HCK,1.5,Ethanol,DONE 11/2/18,0.9862,,,1.282,11/2/2018 15:42,60,11/3/2018 15:34,0.985,11/4/2018 15:10,0.985,0.00%,11/5/2018 17:20,0.985,0.00%,11/5/2018 17:20,74,-0.0012,-1.2,11/25/2018,,0.985,-0.9862,-986.2,2018-NOV-25-007,Y,,,"HBB, HCK",0.459,0.965,Y,A,10,2018-NOV-25-007-A-10,11/25/2018,,
Trout,1189,114,50,Reference,Invertebrate,Autochthonous,7/3/2018,2018,7,July,Jul,YES,NA,5,48.687087,-113.901045,1.5,3,3,Engulfer-predator,D-net,Freeliving caddisfly,Rhyacophilidae,NA,NA,2018-H,HCL,1.5,Ethanol,NA,0.9862,,,2.137,11/2/2018 15:42,60,11/3/2018 15:34,0.983,11/4/2018 15:10,0.983,0.00%,11/5/2018 17:20,0.983,0.00%,11/5/2018 17:20,74,-0.0032,-3.2,11/25/2018,,0.983,-0.9862,-986.2,2018-NOV-25-006,N,,,NA,1.068,1.068,N,B,4,2018-NOV-25-006-B-4,11/25/2018,,
Trout,1189,114,50,Reference,Invertebrate,Autochthonous,7/3/2018,2018,7,July,Jul,YES,NA,5,48.687087,-113.901045,1.5,1,1,Piercer-herbivore-scraper,D-net,Micro caddisfly,Hydroptilidae,NA,NA,2018-H,HCM,1.5,Ethanol,DONE 11/2/18,0.9862,,,2.145,11/2/2018 15:42,60,11/3/2018 15:34,0.99,11/4/2018 15:10,0.99,0.00%,11/5/2018 17:20,0.99,0.00%,11/5/2018 17:20,74,0.0038,3.8,1/19/2019,,0.99,-0.9862,-986.2,2018-DEC-08-008,N,,,NA,0.954,0.954,N,A,11,2018-DEC-08-008-A-11,12/8/2018,,
Trout,1189,114,50,Reference,Invertebrate,Autochthonous,7/3/2018,2018,7,July,Jul,YES,NA,5,48.687087,-113.901045,1.5,14,14,Shredder-gatherer-scraper-detritivore-herbivore,D-net,Northern case maker caddisfly,Limnephilidae,NA,NA,2018-H,HCN,1.5,Ethanol,DONE 11/2/18,0.9862,,,1.351,11/2/2018 15:42,60,11/3/2018 15:34,0.992,11/4/2018 15:10,0.992,0.00%,11/5/2018 17:20,0.992,0.00%,11/5/2018 17:20,74,0.0058,5.8,11/25/2018,,0.992,-0.9862,-986.2,2018-NOV-25-006,N,,,NA,0.977,0.977,N,G,4,2018-NOV-25-006-G-4,11/25/2018,,
Trout,1189,114,50,Reference,Invertebrate,Autochthonous,7/3/2018,2018,7,July,Jul,YES,NA,5,48.687087,-113.901045,1.5,1,1,Engulfer-predator,D-net,Skimmer dragonfly,Libellulidae,NA,NA,2018-H,HCO,1.5,Ethanol,NA,0.9862,,,2.209,11/2/2018 15:42,60,11/3/2018 15:34,0.998,11/4/2018 15:10,0.998,0.00%,11/5/2018 17:20,0.998,0.00%,11/5/2018 17:20,74,0.0118,11.8,1/19/2019,,0.998,-0.9862,-986.2,2018-DEC-08-008,N,,,NA,0.985,0.985,N,A,12,2018-DEC-08-008-A-12,12/8/2018,,
Trout,1189,114,50,Reference,Invertebrate,Autochthonous,7/3/2018,2018,7,July,Jul,YES,NA,6,48.682357,-113.904496,0.5,76,12,Collector-gatherer-shredder-detritivore,D-net,Scud,Amphipoda,NA,NA,2018-H,HCP,1.5,Ethanol,NA,0.9862,,,2.154,11/2/2018 15:42,60,11/3/2018 15:34,1.002,11/4/2018 15:10,1.002,0.00%,11/5/2018 17:20,1.002,0.00%,11/5/2018 17:20,74,0.0158,15.8,1/19/2019,,1.002,-0.9862,-986.2,2018-DEC-08-008,N,,,NA,1.041,1.041,N,B,1,2018-DEC-08-008-B-1,12/8/2018,,
Trout,1189,114,50,Reference,Invertebrate,Autochthonous,7/3/2018,2018,7,July,Jul,YES,NA,6,48.682357,-113.904496,0.5,11,11,Collector-filterer-gatherer,D-net,Mosquito,Culicidae,NA,NA,2018-H,HCQ,1.5,Ethanol,NA,0.9862,,,1.997,11/2/2018 15:42,60,11/3/2018 15:34,0.995,11/4/2018 15:10,0.995,0.00%,11/5/2018 17:20,0.995,0.00%,11/5/2018 17:20,74,0.0088,8.8,11/25/2018,,0.995,-0.9862,-986.2,2018-NOV-25-006,N,,,NA,1.042,1.042,N,C,1,2018-NOV-25-006-C-1,11/25/2018,,
Trout,1189,114,50,Reference,Invertebrate,Autochthonous,7/3/2018,2018,7,July,Jul,YES,NA,6,48.682357,-113.904496,0.5,8,8,Collector-gatherer-scraper,D-net,Midge,Chironomidae,NA,NA,2018-H,HCR,1.5,Ethanol,NA,0.9862,White,,2.044,11/2/2018 15:42,60,11/3/2018 15:34,0.998,11/4/2018 15:10,0.998,0.00%,11/5/2018 17:20,0.998,0.00%,11/5/2018 17:20,74,0.0118,11.8,11/23/2018,,0.998,-0.9862,-986.2,2018-NOV-24-005,Y,,,"HCR, IAN",0.699,0.891,Y,H,7,2018-NOV-24-005-H-7,11/23/2018,,
Trout,1189,114,50,Reference,Invertebrate,Autochthonous,7/3/2018,2018,7,July,Jul,YES,NA,6,48.682357,-113.904496,0.5,23,23,Collector-gatherer-scraper,D-net,Midge,Chironomidae,NA,NA,2018-H,HCS,1.5,Ethanol,NA,0.9862,Red,,2.029,11/2/2018 15:42,60,11/3/2018 15:34,0.99,11/4/2018 15:10,0.99,0.00%,11/5/2018 17:20,0.99,0.00%,11/5/2018 17:20,74,0.0038,3.8,11/23/2018,,0.99,-0.9862,-986.2,2018-NOV-24-005,N,,,NA,0.869,0.869,N,H,1,2018-NOV-24-005-H-1,11/23/2018,,
Trout,1189,114,50,Reference,Invertebrate,Autochthonous,7/3/2018,2018,7,July,Jul,YES,NA,6,48.682357,-113.904496,0.5,1,1,Piercer-predator,D-net,Backswimmer,Notonectidae,NA,NA,2018-H,HCT,1.5,Ethanol,NA,0.9862,,,2.028,11/2/2018 15:42,60,11/3/2018 15:34,0.99,11/4/2018 15:10,0.99,0.00%,11/5/2018 17:20,0.99,0.00%,11/5/2018 17:20,74,0.0038,3.8,1/19/2019,,0.99,-0.9862,-986.2,2018-DEC-08-008,N,,,NA,0.971,0.971,N,B,3,2018-DEC-08-008-B-3,12/8/2018,,
Trout,1189,114,50,Reference,Invertebrate,Autochthonous,7/3/2018,2018,7,July,Jul,YES,NA,6,48.682357,-113.904496,0.5,9,9,Piercer-predator,D-net,Predaceous diving beetle larvae,Dytiscidae,NA,NA,2018-H,HCU,1.5,Ethanol,NA,0.9862,larvae,,2.103,11/2/2018 15:42,60,11/3/2018 15:34,1.011,11/4/2018 15:10,1.01,0.10%,11/5/2018 17:20,1.01,0.00%,11/5/2018 17:20,74,0.0238,23.8,1/19/2019,,1.01,-0.9862,-986.2,2018-DEC-08-008,N,,,NA,1.073,1.073,N,B,4,2018-DEC-08-008-B-4,12/8/2018,,
Trout,1189,114,50,Reference,Invertebrate,Autochthonous,7/3/2018,2018,7,July,Jul,YES,NA,6,48.682357,-113.904496,0.5,3,3,Piercer-predator,D-net,Leech,Hirudinea,NA,NA,2018-H,HCV,1.5,Ethanol,NA,0.9862,,,2.061,11/2/2018 15:42,60,11/3/2018 15:34,0.992,11/4/2018 15:10,0.992,0.00%,11/5/2018 17:20,0.992,0.00%,11/5/2018 17:20,74,0.0058,5.8,11/25/2018,,0.992,-0.9862,-986.2,2018-NOV-25-006,N,,,NA,0.91,0.91,N,F,6,2018-NOV-25-006-F-6,11/25/2018,,
Trout,1189,114,50,Reference,Invertebrate,Autochthonous,7/3/2018,2018,7,July,Jul,YES,NA,6,48.682357,-113.904496,0.5,1,1,Engulfer-predator,D-net,Common stonefly,Perlidae,NA,NA,2018-H,HCW,1.5,Ethanol,NA,0.9862,,,2.033,11/2/2018 15:42,60,11/3/2018 15:34,0.987,11/4/2018 15:10,0.987,0.00%,11/5/2018 17:20,0.987,0.00%,11/5/2018 17:20,74,0.0008,0.8,11/25/2018,,0.987,-0.9862,-986.2,2018-NOV-25-006,Y,,,"GAF, HCW",0.468,0.682,Y,A,2,2018-NOV-25-006-A-2,11/25/2018,,
Trout,1189,114,50,Reference,Invertebrate,Autochthonous,7/3/2018,2018,7,July,Jul,YES,NA,6,48.682357,-113.904496,0.5,2,2,Collector-gatherer-engulfer,D-net,Oligochaete worm,Naididae,NA,NA,2018-H,HCX,1.5,Ethanol,NA,0.9862,,,1.994,11/2/2018 15:42,60,11/3/2018 15:34,0.992,11/4/2018 15:10,0.992,0.00%,11/5/2018 17:20,0.992,0.00%,11/5/2018 17:20,74,0.0058,5.8,1/19/2019,,0.992,-0.9862,-986.2,2018-DEC-08-008,N,,,NA,1.049,1.049,N,B,5,2018-DEC-08-008-B-5,12/8/2018,,
Trout,1189,114,50,Reference,Invertebrate,Autochthonous,7/3/2018,2018,7,July,Jul,YES,NA,6,48.682357,-113.904496,0.5,12,12,Piercer-predator,D-net,Water mite,Hydrachnidia,NA,NA,2018-H,HCY,1.5,Ethanol,NA,0.9862,Water mite,,2.055,11/2/2018 15:42,60,11/3/2018 15:34,0.984,11/4/2018 15:10,0.984,0.00%,11/5/2018 17:20,0.984,0.00%,11/5/2018 17:20,74,-0.0022,-2.2,11/25/2018,,0.984,-0.9862,-986.2,2018-NOV-25-007,Y,,,"HBO, HCY",0.625,0.885,N,D,2,2018-NOV-25-007-D-2,11/25/2018,,
Trout,1189,114,50,Reference,Invertebrate,Autochthonous,7/3/2018,2018,7,July,Jul,YES,NA,6,48.682357,-113.904496,0.5,2,2,Engulfer-predator,D-net,Skimmer dragonfly,Libellulidae,NA,NA,2018-H,HCZ,1.5,Ethanol,NA,0.9862,,,2.219,11/2/2018 15:42,60,11/3/2018 15:34,1.008,11/4/2018 15:10,1.007,0.10%,11/5/2018 17:20,1.007,0.00%,11/5/2018 17:20,74,0.0208,20.8,1/19/2019,,1.007,-0.9862,-986.2,2018-DEC-08-008,N,,,NA,0.947,0.947,N,B,6,2018-DEC-08-008-B-6,12/8/2018,,
Trout,1189,114,50,Reference,Invertebrate,Autochthonous,7/3/2018,2018,7,July,Jul,YES,NA,6,48.682357,-113.904496,0.5,1,1,Scraper-collector-gatherer,D-net,Flatheaded mayfly,Heptageniidae,NA,NA,2018-H,HDA,1.5,Ethanol,NA,0.9862,,,1.982,11/2/2018 15:42,60,11/3/2018 15:34,0.984,11/4/2018 15:10,0.984,0.00%,11/5/2018 17:20,0.984,0.00%,11/5/2018 17:20,74,-0.0022,-2.2,1/19/2019,,0.984,-0.9862,-986.2,2018-DEC-08-008,N,,,NA,1.038,1.038,N,B,7,2018-DEC-08-008-B-7,12/8/2018,,
Trout,1189,114,50,Reference,Invertebrate,Autochthonous,7/3/2018,2018,7,July,Jul,YES,NA,6,48.682357,-113.904496,0.5,1,1,Collector-gatherer-scraper,D-net,Prong-gilled mayfly,Leptophlebiidae,NA,NA,2018-H,HDB,1.5,Ethanol,NA,0.9862,,,1.953,11/2/2018 15:42,60,11/3/2018 15:34,0.98,11/4/2018 15:10,0.98,0.00%,11/5/2018 17:20,0.98,0.00%,11/5/2018 17:20,74,-0.0062,-6.2,1/19/2019,,0.98,-0.9862,-986.2,2018-DEC-08-008,N,,,NA,1.028,1.028,N,B,8,2018-DEC-08-008-B-8,12/8/2018,,
Trout,1189,114,50,Reference,Invertebrate,Autochthonous,7/3/2018,2018,7,July,Jul,YES,NA,6,48.682357,-113.904496,0.5,5,5,Collector-gatherer-filterer,D-net,Spiny crawler mayfly,Ephemerellidae,NA,NA,2018-H,HDC,1.5,Ethanol,NA,0.9862,,,2.007,11/2/2018 15:42,60,11/3/2018 15:34,0.989,11/4/2018 15:10,0.989,0.00%,11/5/2018 17:20,0.989,0.00%,11/5/2018 17:20,74,0.0028,2.8,11/25/2018,,0.989,-0.9862,-986.2,2018-NOV-25-006,N,,,NA,1.069,1.069,N,D,9,2018-NOV-25-006-D-9,11/25/2018,,
