"sample_id","tube_box","tube_size_ml","isotope_id","lab_id","analysis_number","collected_datetime","lake","lake_d13c_baseline","lake_d15n_baseline","sample_latitude","sample_longitude","type_of_material","method_of_collection","preservative","scientific_name","common_name","individuals_count","depth","fish_total_length_mm","fish_weight_g","in_oven_datetime","oven_temperature_c","out_oven_datetime","empty","sample_net_weight_mg","total_c_ug","total_n_ug","d13c","d15n","d13c_baseline_corrected","d15n_baseline_corrected","c_comment","n_comment"
"GBP","2018-G","1.5","ECHO-A-07",1668197,537668,2018-07-02 00:00:00,"Trout",-23.8473333333333,1.038,"48.671075","-113.916089","Invertebrate","D-net","95% ethanol","Naididae","Oligochaete worm","1",1,NA,NA,2018-11-02 15:42:00,60,2018-11-05 16:59:00,FALSE,1.035,490.9,116.31,-23.66,0.41,0.187333333333331,-0.628,"",""
"GBQ","2018-G","1.5",NA,NA,NA,2018-07-02 00:00:00,"Trout",-23.8473333333333,1.038,"48.671075","-113.916089","Invertebrate","D-net","95% ethanol","Chironomidae","Midge","8",1,NA,NA,2018-11-02 15:42:00,60,2018-11-05 16:59:00,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GBR","2018-G","1.5","ECHO-A-08",1668198,537669,2018-07-02 00:00:00,"Trout",-23.8473333333333,1.038,"48.671075","-113.916089","Invertebrate","D-net","95% ethanol","Hirudinea","Leech","1",1,NA,NA,2018-11-02 15:42:00,60,2018-11-05 16:59:00,FALSE,0.994,475.26,136.96,-23.47,3.64,0.377333333333333,2.602,"",""
"GBS","2018-G","1.5","ECHO-A-09",1668199,537670,2018-07-02 00:00:00,"Trout",-23.8473333333333,1.038,"48.671075","-113.916089","Invertebrate","D-net","95% ethanol","Limnephilidae","Northern case maker caddisfly","12",1,NA,NA,2018-11-02 15:42:00,60,2018-11-05 16:59:00,FALSE,0.946,458.03,102.13,-23.66,0.84,0.187333333333331,-0.198,"",""
"GBT","2018-G","1.5","ECHO-A-11",1668201,537672,2018-07-02 00:00:00,"Trout",-23.8473333333333,1.038,"48.671075","-113.916089","Invertebrate","D-net","95% ethanol","Ephemerellidae","Spiny crawler mayfly","9",1,NA,NA,2018-11-02 15:42:00,60,2018-11-05 16:59:00,FALSE,1.041,546.38,120.7,-20.74,0.1,3.10733333333333,-0.938,"",""
"GBU","2018-G","1.5","ECHO-A-12",1668202,537673,2018-07-02 00:00:00,"Trout",-23.8473333333333,1.038,"48.671075","-113.916089","Invertebrate","D-net","95% ethanol","Leptophlebiidae","Prong-gilled mayfly","3",1,NA,NA,2018-11-02 15:42:00,60,2018-11-05 16:59:00,FALSE,1.052,553.99,95.94,-26.16,0.99,-2.31266666666667,-0.048,"",""
"GBV","2018-G","1.5","ECHO-B-01",1668203,537680,2018-07-02 00:00:00,"Trout",-23.8473333333333,1.038,"48.671075","-113.916089","Invertebrate","D-net","95% ethanol","Perlidae","Common stonefly","11",1,NA,NA,2018-11-02 15:42:00,60,2018-11-05 16:59:00,FALSE,0.965,446.98,112.74,-25.74,2.95,-1.89266666666667,1.912,"",""
"GBW","2018-G","1.5",NA,NA,NA,2018-07-02 00:00:00,"Trout",-23.8473333333333,1.038,"48.671075","-113.916089","Invertebrate","D-net","95% ethanol","Amphipoda","Scud","30",1.5,NA,NA,2018-11-02 15:42:00,60,2018-11-05 16:59:00,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GBX","2018-G","1.5",NA,NA,NA,2018-07-02 00:00:00,"Trout",-23.8473333333333,1.038,"48.671075","-113.916089","Invertebrate","D-net","95% ethanol","Chironomidae","Midge","7",1.5,NA,NA,2018-11-02 15:42:00,60,2018-11-05 16:59:00,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GBY","2018-G","1.5","ECHO-B-03",1668205,537682,2018-07-02 00:00:00,"Trout",-23.8473333333333,1.038,"48.671075","-113.916089","Invertebrate","D-net","95% ethanol","Hirudinea","Leech","1",1.5,NA,NA,2018-11-02 15:42:00,60,2018-11-05 16:59:00,TRUE,0.72,343.99,95.59,-22.07,4.62,1.77733333333333,3.582,"",""
"GBZ","2018-G","1.5",NA,NA,NA,2018-07-02 00:00:00,"Trout",-23.8473333333333,1.038,"48.671075","-113.916089","Invertebrate","D-net","95% ethanol","Hydrachnidia","Water mite","2",1.5,NA,NA,2018-11-02 15:42:00,60,2018-11-05 16:59:00,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GCA","2018-G","1.5","ECHO-B-04",1668206,537683,2018-07-02 00:00:00,"Trout",-23.8473333333333,1.038,"48.671075","-113.916089","Invertebrate","D-net","95% ethanol","Dytiscidae","Predaceous diving beetle larvae","1",1.5,NA,NA,2018-11-02 15:42:00,60,2018-11-05 16:59:00,FALSE,0.94,475.68,112.71,-23.15,2.65,0.697333333333333,1.612,"",""
"GCB","2018-G","1.5","ECHO-B-05",1668207,537684,2018-07-02 00:00:00,"Trout",-23.8473333333333,1.038,"48.671075","-113.916089","Invertebrate","D-net","95% ethanol","Perlidae","Common stonefly","1",1.5,NA,NA,2018-11-02 15:42:00,60,2018-11-05 16:59:00,TRUE,0.725,330.96,89.59,-23.94,3.12,-0.0926666666666698,2.082,"",""
"GCC","2018-G","1.5","ECHO-B-06",1668208,537685,2018-07-02 00:00:00,"Trout",-23.8473333333333,1.038,"48.671075","-113.916089","Invertebrate","D-net","95% ethanol","Leptophlebiidae","Prong-gilled mayfly","1",1.5,NA,NA,2018-11-02 15:42:00,60,2018-11-05 16:59:00,FALSE,1.012,437.11,109.83,-20.5,0.46,3.34733333333333,-0.578,"",""
"GCD","2018-G","1.5",NA,NA,NA,2018-07-02 00:00:00,"Trout",-23.8473333333333,1.038,"48.671075","-113.916089","Invertebrate","D-net","95% ethanol","Ephemerellidae","Spiny crawler mayfly","7",1.5,NA,NA,2018-11-02 15:42:00,60,2018-11-05 16:59:00,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GCE","2018-G","1.5",NA,NA,NA,2018-07-02 00:00:00,"Trout",-23.8473333333333,1.038,"48.671075","-113.916089","Invertebrate","D-net","95% ethanol","Culicidae","Mosquito larvae","1",1.5,NA,NA,2018-11-02 15:42:00,60,2018-11-05 16:59:00,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GCF","2018-G","1.5","ECHO-B-07",1668209,537686,2018-07-02 00:00:00,"Trout",-23.8473333333333,1.038,"48.671075","-113.916089","Invertebrate","D-net","95% ethanol","Sphaeriidae","Fingernail clam","3",1.5,NA,NA,2018-11-02 15:42:00,60,2018-11-05 16:59:00,TRUE,1.022,379.53,63.88,-30.55,2.37,-6.70266666666667,1.332,"",""
"GCG","2018-G","1.5","ECHO-B-08",1668210,537687,2018-07-02 00:00:00,"Trout",-23.8473333333333,1.038,"48.671075","-113.916089","Invertebrate","D-net","95% ethanol","Leptoceridae","Longhorned case maker caddisfly","3",1.5,NA,NA,2018-11-02 15:42:00,60,2018-11-05 16:59:00,FALSE,1.06,408.81,110.32,-23.23,2.55,0.617333333333331,1.512,"",""
"GCH","2018-G","1.5",NA,NA,NA,2018-07-02 00:00:00,"Trout",-23.8473333333333,1.038,"48.671075","-113.916089","Invertebrate","D-net","95% ethanol","Limnephilidae","Northern case maker caddisfly","10",1.5,NA,NA,2018-11-02 15:42:00,60,2018-11-05 16:59:00,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GCI","2018-G","1.5",NA,NA,NA,2018-07-02 00:00:00,"Trout",-23.8473333333333,1.038,"48.676101","-113.910154","Invertebrate","D-net","95% ethanol","Amphipoda","Scud","15",0.5,NA,NA,2018-11-02 15:42:00,60,2018-11-05 16:59:00,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GCJ","2018-G","1.5","ECHO-B-09",1668211,537688,2018-07-02 00:00:00,"Trout",-23.8473333333333,1.038,"48.676101","-113.910154","Invertebrate","D-net","95% ethanol","Culicidae","Mosquito larvae","11",0.5,NA,NA,2018-11-02 15:42:00,60,2018-11-05 16:59:00,FALSE,1.061,506.52,142.34,-29.54,4.05,-5.69266666666667,3.012,"",""
"GCK","2018-G","1.5",NA,NA,NA,2018-07-02 00:00:00,"Trout",-23.8473333333333,1.038,"48.676101","-113.910154","Invertebrate","D-net","95% ethanol","Hydrachnidia","Water mite","15",0.5,NA,NA,2018-11-02 15:42:00,60,2018-11-05 16:59:00,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GCL","2018-G","1.5","ECHO-B-10",1668212,537689,2018-07-02 00:00:00,"Trout",-23.8473333333333,1.038,"48.676101","-113.910154","Invertebrate","D-net","95% ethanol","Ephemerellidae","Spiny crawler mayfly","4",0.5,NA,NA,2018-11-02 15:42:00,60,2018-11-05 16:59:00,FALSE,1.002,474.26,124.32,-22.12,0.41,1.72733333333333,-0.628,"",""
"GCM","2018-G","1.5",NA,NA,NA,2018-07-02 00:00:00,"Trout",-23.8473333333333,1.038,"48.676101","-113.910154","Invertebrate","D-net","95% ethanol","Leptophlebiidae","Prong-gilled mayfly","1",0.5,NA,NA,2018-11-02 15:42:00,60,2018-11-05 16:59:00,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GCN","2018-G","1.5","ECHO-C-07",1668221,537703,2018-07-02 00:00:00,"Trout",-23.8473333333333,1.038,"48.676101","-113.910154","Invertebrate","D-net","95% ethanol","Libellulidae","Skimmer dragonfly","2",0.5,NA,NA,2018-11-02 15:42:00,60,2018-11-05 16:59:00,FALSE,0.921,449.37,92.09,-25.91,3.29,-2.06266666666667,2.252,"",""
"GCO","2018-G","1.5",NA,NA,NA,2018-07-02 00:00:00,"Trout",-23.8473333333333,1.038,"48.676101","-113.910154","Invertebrate","D-net","95% ethanol","Chironomidae","Midge","1",0.5,NA,NA,2018-11-02 15:42:00,60,2018-11-05 16:59:00,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GCP","2018-G","1.5",NA,NA,NA,2018-07-02 00:00:00,"Trout",-23.8473333333333,1.038,"48.676101","-113.910154","Invertebrate","D-net","95% ethanol","Chironomidae","Midge","5",0.5,NA,NA,2018-11-02 15:42:00,60,2018-11-05 16:59:00,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GDR","2018-15ml-3","15",NA,NA,NA,2018-07-02 00:00:00,"Trout",-23.8473333333333,1.038,"48.676101","-113.910154","Invertebrate","D-net","95% ethanol","Phryganeidae","Giant case maker caddisfly","6",0.5,NA,NA,2019-01-10 17:00:00,60,2019-01-17 12:00:00,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GCQ","2018-G","1.5",NA,NA,NA,2018-07-02 00:00:00,"Trout",-23.8473333333333,1.038,"48.676101","-113.910154","Invertebrate","D-net","95% ethanol","Limnephilidae","Northern case maker caddisfly","8",0.5,NA,NA,2018-11-02 15:42:00,60,2018-11-05 16:59:00,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GCR","2018-G","1.5",NA,NA,NA,2018-07-02 00:00:00,"Trout",-23.8473333333333,1.038,"48.676101","-113.910154","Invertebrate","D-net","95% ethanol","Limnephilidae","Northern case maker caddisfly","12",0.5,NA,NA,2018-11-02 15:42:00,60,2018-11-05 16:59:00,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GDS","2018-15ml-1","15",NA,NA,NA,2018-07-02 00:00:00,"Trout",-23.8473333333333,1.038,"48.676101","-113.910154","Plant","D-net","freezing","Elodea canadensis","Canadian waterweed","1",1,NA,NA,2019-01-09 11:20:00,60,2019-01-17 12:00:00,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GDT","2018-15ml-1","15",NA,NA,NA,2018-07-02 00:00:00,"Trout",-23.8473333333333,1.038,"48.676101","-113.910154","Plant","D-net","freezing","Potamogeton","Pondweed","1",1,NA,NA,2019-01-09 11:20:00,60,2019-01-17 12:00:00,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GDU","2018-15ml-1","15",NA,NA,NA,2018-07-02 00:00:00,"Trout",-23.8473333333333,1.038,"48.676101","-113.910154","Plant","D-net","freezing","Isoetes bolanderi","Bolander's quilwort","1",1,NA,NA,2019-01-09 11:20:00,60,2019-01-17 12:00:00,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GCS","2018-G","1.5",NA,NA,NA,2018-07-02 00:00:00,"Trout",-23.8473333333333,1.038,"48.676101","-113.910154","Plant","D-net","freezing","Elodea canadensis","Canadian waterweed","1",1,NA,NA,2018-11-02 15:42:00,60,2018-11-05 16:59:00,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GCT","2018-G","1.5",NA,NA,NA,2018-07-02 00:00:00,"Trout",-23.8473333333333,1.038,"48.676101","-113.910154","Invertebrate","D-net","95% ethanol","Amphipoda","Scud","12",1,NA,NA,2018-11-02 15:42:00,60,2018-11-05 16:59:00,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GCU","2018-G","1.5","ECHO-C-09",1668223,537705,2018-07-02 00:00:00,"Trout",-23.8473333333333,1.038,"48.676101","-113.910154","Invertebrate","D-net","95% ethanol","Dytiscidae","Predaceous diving beetle larvae","1",1,NA,NA,2018-11-02 15:42:00,60,2018-11-05 16:59:00,FALSE,1.09,544.56,125.82,-23.71,2.75,0.137333333333331,1.712,"",""
"GCV","2018-G","1.5","ECHO-B-11",1668213,537690,2018-07-02 00:00:00,"Trout",-23.8473333333333,1.038,"48.676101","-113.910154","Invertebrate","D-net","95% ethanol","Culicidae","Mosquito larvae","3",1,NA,NA,2018-11-02 15:42:00,60,2018-11-05 16:59:00,TRUE,0.722,341.6,94.29,-29.76,4.1,-5.91266666666667,3.062,"",""
"GCW","2018-G","1.5",NA,NA,NA,2018-07-02 00:00:00,"Trout",-23.8473333333333,1.038,"48.676101","-113.910154","Invertebrate","D-net","95% ethanol","Hydrachnidia","Water mite","6",1,NA,NA,2018-11-02 15:42:00,60,2018-11-05 16:59:00,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GCX","2018-G","1.5","DELTA-F-09",1668163,537599,2018-07-02 00:00:00,"Trout",-23.8473333333333,1.038,"48.676101","-113.910154","Invertebrate","D-net","95% ethanol","Chironomidae","Midge","2",1,NA,NA,2018-11-02 15:42:00,60,2018-11-05 16:59:00,TRUE,0.714,336.93,76.26,-25.88,0.38,-2.03266666666667,-0.658,"",""
"GCY","2018-G","1.5","DELTA-F-10",1668164,537600,2018-07-02 00:00:00,"Trout",-23.8473333333333,1.038,"48.676101","-113.910154","Invertebrate","D-net","95% ethanol","Chironomidae","Midge","10",1,NA,NA,2018-11-02 15:42:00,60,2018-11-05 16:59:00,TRUE,0.852,386.42,97.08,-23.5,2.79,0.347333333333331,1.752,"",""
"GCZ","2018-G","1.5","ECHO-B-12",1668214,537691,2018-07-02 00:00:00,"Trout",-23.8473333333333,1.038,"48.676101","-113.910154","Invertebrate","D-net","95% ethanol","Perlidae","Common stonefly","1",1,NA,NA,2018-11-02 15:42:00,60,2018-11-05 16:59:00,TRUE,0.932,436.64,124.41,-23.2,3.02,0.647333333333332,1.982,"",""
"GDA","2018-G","1.5",NA,NA,NA,2018-07-02 00:00:00,"Trout",-23.8473333333333,1.038,"48.676101","-113.910154","Invertebrate","D-net","95% ethanol","Ephemerellidae","Spiny crawler mayfly","5",1,NA,NA,2018-11-02 15:42:00,60,2018-11-05 16:59:00,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GDB","2018-G","1.5",NA,NA,NA,2018-07-02 00:00:00,"Trout",-23.8473333333333,1.038,"48.676101","-113.910154","Invertebrate","D-net","95% ethanol","Sphaeriidae","Fingernail clam","1",1,NA,NA,2018-11-02 15:42:00,60,2018-11-05 16:59:00,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GDC","2018-G","1.5","ECHO-C-10",1668224,537706,2018-07-02 00:00:00,"Trout",-23.8473333333333,1.038,"48.676101","-113.910154","Invertebrate","D-net","95% ethanol","Leptoceridae","Longhorned case maker caddisfly","1",1,NA,NA,2018-11-02 15:42:00,60,2018-11-05 16:59:00,TRUE,0.764,365.03,99.66,-21.11,3.31,2.73733333333333,2.272,"",""
"GDD","2018-G","1.5",NA,NA,NA,2018-07-02 00:00:00,"Trout",-23.8473333333333,1.038,"48.676101","-113.910154","Invertebrate","D-net","95% ethanol","Limnephilidae","Northern case maker caddisfly","1",1,NA,NA,2018-11-02 15:42:00,60,2018-11-05 16:59:00,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GDV","2018-15ml-1","15",NA,NA,NA,2018-07-02 00:00:00,"Trout",-23.8473333333333,1.038,"48.676101","-113.910154","Plant","D-net","freezing","Elodea canadensis","Canadian waterweed","1",1.5,NA,NA,2019-01-09 11:20:00,60,2019-01-17 12:00:00,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GDE","2018-G","1.5",NA,NA,NA,2018-07-02 00:00:00,"Trout",-23.8473333333333,1.038,"48.676101","-113.910154","Invertebrate","D-net","95% ethanol","Amphipoda","Scud","12",1.5,NA,NA,2018-11-02 15:42:00,60,2018-11-05 16:59:00,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GDF","2018-G","1.5",NA,NA,NA,2018-07-02 00:00:00,"Trout",-23.8473333333333,1.038,"48.676101","-113.910154","Invertebrate","D-net","95% ethanol","Culicidae","Mosquito larvae","1",1.5,NA,NA,2018-11-02 15:42:00,60,2018-11-05 16:59:00,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GDG","2018-G","1.5",NA,NA,NA,2018-07-02 00:00:00,"Trout",-23.8473333333333,1.038,"48.676101","-113.910154","Invertebrate","D-net","95% ethanol","Leptophlebiidae","Prong-gilled mayfly","1",1.5,NA,NA,2018-11-02 15:42:00,60,2018-11-05 16:59:00,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GDH","2018-G","1.5","ECHO-C-01",1668215,537697,2018-07-02 00:00:00,"Trout",-23.8473333333333,1.038,"48.676101","-113.910154","Invertebrate","D-net","95% ethanol","Rhyacophilidae","Freeliving caddisfly","2",1.5,NA,NA,2018-11-02 15:42:00,60,2018-11-05 16:59:00,FALSE,0.901,420.81,99.54,-24.83,4.25,-0.982666666666667,3.212,"",""
"GDI","2018-G","1.5",NA,NA,NA,2018-07-02 00:00:00,"Trout",-23.8473333333333,1.038,"48.676101","-113.910154","Invertebrate","D-net","95% ethanol","Chironomidae","Midge","1",1.5,NA,NA,2018-11-02 15:42:00,60,2018-11-05 16:59:00,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GDJ","2018-G","1.5","DELTA-F-05",1668159,537595,2018-07-02 00:00:00,"Trout",-23.8473333333333,1.038,"48.676101","-113.910154","Invertebrate","D-net","95% ethanol","Chironomidae","Midge","3",1.5,NA,NA,2018-11-02 15:42:00,60,2018-11-05 16:59:00,TRUE,0.476,213.05,53.68,-22.16,3.35,1.68733333333333,2.312,"",""
"GDK","2018-G","1.5",NA,NA,NA,2018-07-02 00:00:00,"Trout",-23.8473333333333,1.038,"48.676101","-113.910154","Invertebrate","D-net","95% ethanol","Hydrachnidia","Water mite","8",1.5,NA,NA,2018-11-02 15:42:00,60,2018-11-05 16:59:00,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GDL","2018-G","1.5","ECHO-C-11",1668225,537707,2018-07-02 00:00:00,"Trout",-23.8473333333333,1.038,"48.676101","-113.910154","Invertebrate","D-net","95% ethanol","Leptoceridae","Longhorned case maker caddisfly","1",1.5,NA,NA,2018-11-02 15:42:00,60,2018-11-05 16:59:00,FALSE,1.093,474.68,124.82,-23.13,3.05,0.717333333333332,2.012,"",""
"GDM","2018-G","1.5",NA,NA,NA,2018-07-02 00:00:00,"Trout",-23.8473333333333,1.038,"48.676101","-113.910154","Invertebrate","D-net","95% ethanol","Limnephilidae","Northern case maker caddisfly","6",1.5,NA,NA,2018-11-02 15:42:00,60,2018-11-05 16:59:00,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GDN","2018-G","1.5",NA,NA,NA,2018-07-03 00:00:00,"Trout",-23.8473333333333,1.038,"48.687403","-113.900438","Invertebrate","D-net","95% ethanol","Amphipoda","Scud","12",0.5,NA,NA,2018-11-02 15:42:00,60,2018-11-05 16:59:00,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GDP","2018-G","1.5","ECHO-C-12",1668226,537708,2018-07-03 00:00:00,"Trout",-23.8473333333333,1.038,"48.687403","-113.900438","Invertebrate","D-net","95% ethanol","Notonectidae","Backswimmer","9",0.5,NA,NA,2018-11-02 15:42:00,60,2018-11-05 16:59:00,FALSE,0.962,476.58,110.21,-22.69,2.47,1.15733333333333,1.432,"",""
"GDQ","2018-G","1.5","ECHO-C-02",1668216,537698,2018-07-03 00:00:00,"Trout",-23.8473333333333,1.038,"48.687403","-113.900438","Invertebrate","D-net","95% ethanol","Culicidae","Mosquito larvae","4",0.5,NA,NA,2018-11-02 15:42:00,60,2018-11-05 16:59:00,TRUE,0.93,435.68,121.94,-26.77,4.21,-2.92266666666667,3.172,"",""
"HAA","2018-H","1.5","ECHO-C-03",1668217,537699,2018-07-03 00:00:00,"Trout",-23.8473333333333,1.038,"48.687403","-113.900438","Invertebrate","D-net","95% ethanol","Hirudinea","Leech","14",0.5,NA,NA,2018-11-02 15:42:00,60,2018-11-05 17:20:00,FALSE,0.925,499.14,89.7,-24.57,3.79,-0.722666666666669,2.752,"",""
"HAB","2018-H","1.5","ECHO-D-02",1668228,537713,2018-07-03 00:00:00,"Trout",-23.8473333333333,1.038,"48.687403","-113.900438","Invertebrate","D-net","95% ethanol","Naididae","Oligochaete worm","3",0.5,NA,NA,2018-11-02 15:42:00,60,2018-11-05 17:20:00,FALSE,0.953,407.25,97.64,-24.14,1.1,-0.292666666666669,0.0620000000000001,"",""
"HAC","2018-H","1.5",NA,NA,NA,2018-07-03 00:00:00,"Trout",-23.8473333333333,1.038,"48.687403","-113.900438","Invertebrate","D-net","95% ethanol","Chironomidae","Midge","5",0.5,NA,NA,2018-11-02 15:42:00,60,2018-11-05 17:20:00,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAD","2018-H","1.5",NA,NA,NA,2018-07-03 00:00:00,"Trout",-23.8473333333333,1.038,"48.687403","-113.900438","Invertebrate","D-net","95% ethanol","Chironomidae","Midge","9",0.5,NA,NA,2018-11-02 15:42:00,60,2018-11-05 17:20:00,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAE","2018-H","1.5","ECHO-D-03",1668229,537714,2018-07-03 00:00:00,"Trout",-23.8473333333333,1.038,"48.687403","-113.900438","Invertebrate","D-net","95% ethanol","Libellulidae","Skimmer dragonfly","1",0.5,NA,NA,2018-11-02 15:42:00,60,2018-11-05 17:20:00,FALSE,1.038,539.31,116.53,-26.31,4.6,-2.46266666666667,3.562,"",""
"HAF","2018-H","1.5",NA,NA,NA,2018-07-03 00:00:00,"Trout",-23.8473333333333,1.038,"48.687403","-113.900438","Invertebrate","D-net","95% ethanol","Hydrachnidia","Water mite","9",0.5,NA,NA,2018-11-02 15:42:00,60,2018-11-05 17:20:00,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAG","2018-H","1.5","ECHO-D-04",1668230,537715,2018-07-03 00:00:00,"Trout",-23.8473333333333,1.038,"48.687403","-113.900438","Invertebrate","D-net","95% ethanol","Heptageniidae","Flatheaded mayfly","9",0.5,NA,NA,2018-11-02 15:42:00,60,2018-11-05 17:20:00,FALSE,1.091,637.35,95.31,-25.07,1.02,-1.22266666666667,-0.018,"",""
"HAH","2018-H","1.5",NA,NA,NA,2018-07-03 00:00:00,"Trout",-23.8473333333333,1.038,"48.687403","-113.900438","Invertebrate","D-net","95% ethanol","Ephemerellidae","Spiny crawler mayfly","32",0.5,NA,NA,2018-11-02 15:42:00,60,2018-11-05 17:20:00,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAI","2018-H","1.5",NA,NA,NA,2018-07-03 00:00:00,"Trout",-23.8473333333333,1.038,"48.687403","-113.900438","Invertebrate","D-net","95% ethanol","Leptophlebiidae","Prong-gilled mayfly","15",0.5,NA,NA,2018-11-02 15:42:00,60,2018-11-05 17:20:00,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAJ","2018-H","1.5",NA,NA,NA,2018-07-03 00:00:00,"Trout",-23.8473333333333,1.038,"48.687403","-113.900438","Invertebrate","D-net","95% ethanol","Perlidae","Common stonefly","6",0.5,NA,NA,2018-11-02 15:42:00,60,2018-11-05 17:20:00,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAK","2018-H","1.5",NA,NA,NA,2018-07-03 00:00:00,"Trout",-23.8473333333333,1.038,"48.687403","-113.900438","Invertebrate","D-net","95% ethanol","Limnephilidae","Northern case maker caddisfly","16",0.5,NA,NA,2018-11-02 15:42:00,60,2018-11-05 17:20:00,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAL","2018-H","1.5",NA,NA,NA,2018-07-03 00:00:00,"Trout",-23.8473333333333,1.038,"48.687403","-113.900438","Invertebrate","D-net","95% ethanol","Limnephilidae","Northern case maker caddisfly","11",0.5,NA,NA,2018-11-02 15:42:00,60,2018-11-05 17:20:00,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HDR","2018-15ml-1","15",NA,NA,NA,2018-07-03 00:00:00,"Trout",-23.8473333333333,1.038,"48.687403","-113.900438","Plant","D-net","freezing","Picea glauca","White spruce","1",0.5,NA,NA,2019-01-09 11:20:00,60,2019-01-17 12:00:00,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAM","2018-H","1.5",NA,NA,NA,2018-07-03 00:00:00,"Trout",-23.8473333333333,1.038,"48.687403","-113.900438","Invertebrate","D-net","95% ethanol","Amphipoda","Scud","12",1,NA,NA,2018-11-02 15:42:00,60,2018-11-05 17:20:00,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAN","2018-H","1.5",NA,NA,NA,2018-07-03 00:00:00,"Trout",-23.8473333333333,1.038,"48.687403","-113.900438","Invertebrate","D-net","95% ethanol","Culicidae","Mosquito larvae","1",1,NA,NA,2018-11-02 15:42:00,60,2018-11-05 17:20:00,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAO","2018-H","1.5",NA,NA,NA,2018-07-03 00:00:00,"Trout",-23.8473333333333,1.038,"48.687403","-113.900438","Invertebrate","D-net","95% ethanol","Hydrachnidia","Water mite","3",1,NA,NA,2018-11-02 15:42:00,60,2018-11-05 17:20:00,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAP","2018-H","1.5",NA,NA,NA,2018-07-03 00:00:00,"Trout",-23.8473333333333,1.038,"48.687403","-113.900438","Invertebrate","D-net","95% ethanol","Hirudinea","Leech","1",1,NA,NA,2018-11-02 15:42:00,60,2018-11-05 17:20:00,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAQ","2018-H","1.5",NA,NA,NA,2018-07-03 00:00:00,"Trout",-23.8473333333333,1.038,"48.687403","-113.900438","Invertebrate","D-net","95% ethanol","Chironomidae","Midge","3",1,NA,NA,2018-11-02 15:42:00,60,2018-11-05 17:20:00,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAR","2018-H","1.5","DELTA-F-11",1668165,537601,2018-07-03 00:00:00,"Trout",-23.8473333333333,1.038,"48.687403","-113.900438","Invertebrate","D-net","95% ethanol","Chironomidae","Midge","6",1,NA,NA,2018-11-02 15:42:00,60,2018-11-05 17:20:00,TRUE,0.927,416.21,103.01,-22.79,2.81,1.05733333333333,1.772,"",""
